ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Age category
21039,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes,Middle Age
12231,Single,Female,10000,2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Yes,Middle Age
25665,Single,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,Young
24061,Married,Male,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Yes,Middle Age
26879,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No,Young
12284,Married,Female,30000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Yes,Middle Age
26654,Married,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes,Middle Age
14545,Married,Female,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No,Middle Age
24201,Married,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Yes,Middle Age
20625,Married,Male,100000,0,High School,Management,Yes,3,10+ Miles,Pacific,35,Yes,Middle Age
16390,Single,Male,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes,Middle Age
14804,Single,Female,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,Middle Age
12629,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,37,No,Middle Age
14696,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,Young
22005,Married,Female,70000,5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,No,Middle Age
14544,Single,Male,10000,1,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,Middle Age
14312,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No,Middle Age
29120,Single,Female,100000,1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,No,Middle Age
24187,Single,Female,30000,3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Yes,Middle Age
15758,Married,Male,130000,0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,No,Middle Age
29094,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes,Middle Age
28319,Single,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Yes,Middle Age
16406,Married,Male,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes,Middle Age
20923,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes,Middle Age
11378,Single,Female,10000,1,High School,Manual,No,1,2-5 Miles,Europe,46,Yes,Middle Age
20851,Single,Male,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Yes,Middle Age
21557,Single,Female,110000,0,Partial College,Management,Yes,3,10+ Miles,Pacific,32,Yes,Young
26663,Single,Female,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Yes,Middle Age
11896,Married,Male,100000,1,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,36,Yes,Middle Age
14189,Married,Female,90000,4,High School,Professional,No,2,2-5 Miles,Europe,54,Yes,Middle Age
13136,Married,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,No,Old
25906,Single,Female,10000,5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No,Old
17926,,Female,,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes,Young
26928,Single,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Yes,Old
20897,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,Middle Age
28207,Married,Male,80000,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Yes,Middle Age
25923,Single,Male,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No,Middle Age
11000,Married,Male,90000,2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes,Middle Age
20974,Married,Male,10000,2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,No,Old
28758,Married,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes,Middle Age
11381,Married,Female,20000,2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Yes,Middle Age
17522,Married,Male,120000,4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,No,Middle Age
21207,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No,Middle Age
28102,Married,Male,20000,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Yes,Middle Age
23105,Single,Male,40000,3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes,Middle Age
18740,Married,Male,80000,5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Yes,Middle Age
21213,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No,Middle Age
17352,Married,Male,50000,2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Yes,Old
14154,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,Middle Age
19066,Married,Male,130000,4,Partial College,Professional,No,3,10+ Miles,Europe,54,No,Middle Age
11386,Married,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,No,Middle Age
20228,Married,Male,100000,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Yes,Middle Age
16675,Single,Female,160000,0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Yes,Middle Age
16410,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes,Middle Age
27760,Single,Female,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Yes,Middle Age
22930,Married,Male,90000,4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Yes,Middle Age
23780,Single,Male,40000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Yes,Middle Age
20994,Married,Female,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Yes,Young
28379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,Middle Age
14865,Single,Male,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No,Middle Age
12663,Married,Female,90000,5,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No,Middle Age
24898,Single,Female,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No,Young
19508,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No,Young
11489,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Yes,Middle Age
18160,Married,Male,130000,3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Yes,Middle Age
25241,Married,Male,90000,2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No,Middle Age
24369,Married,,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No,Middle Age
27165,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,Young
29424,Married,Male,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No,Young
15926,Single,Female,120000,3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Yes,Middle Age
14554,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,No,Old
16468,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No,Young
19174,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,32,Yes,Young
19183,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,Middle Age
13683,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,32,No,Young
17848,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,Young
17894,Married,Female,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes,Middle Age
25651,Married,Male,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Yes,Middle Age
22936,Single,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes,Middle Age
23915,Married,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No,Middle Age
24121,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Yes,Young
27878,Single,Male,20000,0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Yes,Young
13572,Single,Male,10000,3,High School,Manual,Yes,,0-1 Miles,Europe,37,Yes,Middle Age
27941,Married,Female,80000,4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,Middle Age
26354,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Yes,Middle Age
14785,Single,Male,30000,1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,No,Middle Age
17238,Single,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No,Young
23608,Married,Female,150000,3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Yes,Middle Age
22538,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,Young
12332,Married,Male,90000,4,High School,Management,Yes,3,5-10 Miles,Europe,58,Yes,Middle Age
17230,Married,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,30,No,Young
13082,Single,Male,130000,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Yes,Middle Age
22518,Single,Female,30000,3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Yes,Young
13687,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Yes,Young
23571,Married,Female,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Yes,Old
19305,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes,Middle Age
22636,Single,Female,40000,0,Bachelors,Clerical,,0,0-1 Miles,Europe,38,Yes,Middle Age
17310,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes,Middle Age
12133,Married,Female,130000,3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Yes,Middle Age
25918,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes,Middle Age
25752,Single,Female,20000,2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Yes,Middle Age
17324,Married,Female,100000,4,Bachelors,Professional,Yes,1,10+ Miles,Pacific,46,No,Middle Age
22918,Single,Male,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,,No,Young
12510,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes,Middle Age
25512,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No,Young
16179,Single,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,No,Middle Age
15628,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,No,Old
20977,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Yes,Old
18140,Married,Male,130000,3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Yes,Middle Age
20417,Married,Male,30000,3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,No,Middle Age
18267,Married,Male,60000,3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No,Middle Age
13620,Single,Male,70000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Yes,Young
22974,Married,Female,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,No,Old
13586,Married,Male,80000,4,Partial College,Professional,Yes,2,10+ Miles,Europe,53,No,Middle Age
17978,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,Middle Age
12581,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes,Young
18018,Single,Male,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No,Middle Age
28957,Single,Female,120000,,Partial High School,Professional,Yes,4,10+ Miles,Pacific,34,Yes,Young
13690,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,Yes,Young
12568,Married,Female,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No,Old
13122,Married,Female,80000,0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Yes,Middle Age
21184,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,No,Middle Age
26150,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Yes,Middle Age
24151,Single,Male,20000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No,Middle Age
23962,Married,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No,Young
17793,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,Middle Age
14926,Married,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,Middle Age
16163,Single,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Yes,Middle Age
21365,Married,Female,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No,Middle Age
27771,Single,Male,30000,1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Yes,Middle Age
26167,Single,Female,40000,2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Yes,Middle Age
25792,Single,Female,110000,3,Bachelors,Management,Yes,4,10+ Miles,Europe,53,No,Middle Age
11555,Married,Female,40000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,No,Old
22381,Married,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,Middle Age
17882,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No,Middle Age
22174,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes,Middle Age
22439,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,Middle Age
18012,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,Middle Age
27582,Single,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes,Middle Age
12744,Single,Female,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,No,Young
22821,Married,Female,130000,3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,No,Middle Age
20171,Married,Female,20000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Yes,Middle Age
11116,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,No,Middle Age
20053,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,No,Young
25266,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No,Old
17960,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,Middle Age
13961,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No,Middle Age
11897,Single,Male,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Yes,Middle Age
11139,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No,Old
11576,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes,Middle Age
19255,Single,Male,10000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Yes,Middle Age
18153,Married,Female,100000,2,Bachelors,Management,Yes,4,10+ Miles,Europe,59,No,Middle Age
14547,Married,Male,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,Middle Age
24901,Single,Male,110000,0,Partial College,Management,No,3,10+ Miles,Pacific,32,Yes,Young
27169,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Yes,Young
14805,Single,Female,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,Middle Age
15822,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,No,Old
19389,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No,Young
17048,Single,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes,Middle Age
22204,Married,Male,110000,4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,No,Middle Age
12718,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No,Young
15019,Single,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No,Middle Age
28488,Single,Male,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Yes,Young
21891,Married,Female,110000,0,High School,Management,Yes,3,10+ Miles,Pacific,34,Yes,Young
27814,Single,Female,30000,3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,No,Young
22175,Married,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes,Middle Age
29447,Single,Female,10000,2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,No,Old
19784,Married,Female,80000,2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes,Middle Age
27824,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes,Young
24093,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Yes,Middle Age
19618,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,No,Middle Age
21561,Single,Male,90000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes,Young
11061,Married,Male,,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes,Middle Age
26651,Single,Male,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes,Middle Age
21108,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes,Middle Age
12731,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,32,No,Young
25307,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Yes,Young
14278,Married,Female,130000,0,Graduate Degree,Management,Yes,1,10+ Miles,Pacific,48,No,Middle Age
20711,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Yes,Young
11383,Married,Female,30000,3,Graduate Degree,Clerical,Yes,,0-1 Miles,Europe,46,No,Middle Age
12497,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No,Middle Age
16559,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes,Middle Age
11585,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,Middle Age
20277,Married,Female,30000,2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,No,Old
26765,Single,Female,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,No,Middle Age
12389,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,34,No,Young
13585,Married,Female,80000,4,Partial College,Professional,No,1,2-5 Miles,Europe,53,Yes,Middle Age
26385,Single,Male,120000,3,High School,Professional,No,4,5-10 Miles,Europe,50,No,Middle Age
12236,Married,Female,20000,1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,No,Old
21560,Married,Male,120000,0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,32,Yes,Young
21554,Single,Female,80000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,No,Young
13662,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Yes,Young
13089,Married,Female,120000,1,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Yes,Middle Age
14791,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes,Middle Age
19331,Single,Male,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,40,No,Middle Age
17754,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes,Middle Age
11149,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,No,Old
16549,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,Middle Age
24305,Single,Male,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Yes,Middle Age
18253,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No,Middle Age
20147,Married,Female,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No,Old
15612,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,Young
28323,Single,Male,70000,0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Yes,Middle Age
22634,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,Middle Age
15665,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,Middle Age
27585,Married,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes,Middle Age
19748,Married,Male,20000,4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,No,Middle Age
21974,Single,Female,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Yes,Middle Age
14032,Married,Male,70000,2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Yes,Middle Age
22610,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,Middle Age
26984,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes,Young
18294,Married,Female,90000,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,No,Middle Age
28564,Single,Female,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes,Young
28521,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Yes,Middle Age
15450,Married,Male,10000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No,Old
25681,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,Young
19491,Single,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No,Middle Age
26415,Married,Female,90000,4,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No,Middle Age
12821,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No,Middle Age
15629,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No,Young
27835,Married,Male,20000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No,Young
11738,Married,Male,60000,4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,No,Middle Age
25065,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,No,Middle Age
26238,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes,Young
23707,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes,Middle Age
27650,Married,Male,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,51,No,Middle Age
24981,Married,Male,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,56,No,Middle Age
20678,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Yes,Middle Age
15302,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes,Young
26012,Married,Male,80000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Yes,Middle Age
26575,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes,Young
15559,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No,Middle Age
19235,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No,Young
15275,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,No,Young
20339,Married,Female,130000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Yes,Middle Age
25405,Married,Male,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes,Middle Age
15940,Married,Male,100000,4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,No,Middle Age
25074,Married,Female,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes,Middle Age
24738,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes,Middle Age
16337,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No,Young
24357,Married,Male,,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes,Middle Age
18613,Single,Male,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes,Middle Age
12207,Single,Male,80000,4,Bachelors,Management,Yes,,5-10 Miles,North America,66,Yes,Old
18052,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes,Middle Age
13353,Single,Female,60000,4,Graduate Degree,Management,Yes,2,10+ Miles,North America,61,Yes,Old
19399,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,45,No,Middle Age
16154,Married,Female,70000,5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No,Middle Age
22219,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,49,No,Middle Age
17269,Single,Male,60000,3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Yes,Middle Age
23586,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes,Young
15740,Married,Male,80000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,No,Old
27638,Single,Male,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,No,Middle Age
18976,Single,Male,40000,4,High School,Professional,Yes,2,10+ Miles,North America,62,Yes,Old
19413,Single,Male,60000,3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Yes,Middle Age
13283,Married,Male,80000,3,Partial College,Professional,No,2,0-1 Miles,North America,49,Yes,Middle Age
17471,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No,Old
16791,Single,Male,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Yes,Middle Age
15382,Married,Female,110000,1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,No,Middle Age
11641,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No,Middle Age
11935,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No,Young
13233,Married,Male,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Yes,Middle Age
25909,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes,Young
14092,Single,Male,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No,Young
29143,Single,Female,60000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes,Middle Age
24941,Married,Male,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,Old
24637,Married,Male,40000,4,High School,Professional,Yes,2,10+ Miles,North America,64,No,Old
23893,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No,Middle Age
13907,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Yes,Middle Age
